Year of Date,Month of Date,Measure Names,Site,Measure Values
2012,January,Average PO4 (ppm),Site 04,0.04
2012,December,Average PO4 (ppm),Site 03,0.046666667
2012,November,Average PO4 (ppm),Site 03,0.05
2012,October,Average PO4 (ppm),Site 03,0
2012,September,Average PO4 (ppm),Site 03,0.643333333
2012,August,Average PO4 (ppm),Site 03,0.05
2012,July,Average PO4 (ppm),Site 03,0
2012,June,Average PO4 (ppm),Site 03,0.03
2012,May,Average PO4 (ppm),Site 03,0.033333333
2012,April,Average PO4 (ppm),Site 03,0.026666667
2012,March,Average PO4 (ppm),Site 03,0.513333333
2012,February,Average PO4 (ppm),Site 03,0.026666667
2012,January,Average PO4 (ppm),Site 03,0.02
2012,December,Average PO4 (ppm),Site 02,0.043333333
2012,November,Average PO4 (ppm),Site 02,0.003333333
2012,October,Average PO4 (ppm),Site 02,0.046666667
2012,September,Average PO4 (ppm),Site 02,0.033333333
2012,August,Average PO4 (ppm),Site 02,0.023333333
2012,July,Average PO4 (ppm),Site 02,0.066666667
2012,June,Average PO4 (ppm),Site 02,0.036666667
2012,May,Average PO4 (ppm),Site 02,0.016666667
2012,April,Average PO4 (ppm),Site 02,0.013333333
2012,March,Average PO4 (ppm),Site 02,0.486666667
2012,February,Average PO4 (ppm),Site 02,0.033333333
2012,January,Average PO4 (ppm),Site 02,0.006666667
2012,December,Average PO4 (ppm),Site 01,0.013333333
2012,November,Average PO4 (ppm),Site 01,0
2012,October,Average PO4 (ppm),Site 01,0.01
2012,September,Average PO4 (ppm),Site 01,0.006666667
2012,August,Average PO4 (ppm),Site 01,0.01
2012,July,Average PO4 (ppm),Site 01,0.026666667
2012,June,Average PO4 (ppm),Site 01,0.05
2012,May,Average PO4 (ppm),Site 01,0.036666667
2012,April,Average PO4 (ppm),Site 01,0.02
2012,February,Average PO4 (ppm),Site 01,0.016666667
2012,January,Average PO4 (ppm),Site 01,0.013333333
2012,December,Average Turbidity (NTU),Site 18 LWW Weir,18.33333333
2012,November,Average Turbidity (NTU),Site 18 LWW Weir,0.35
2012,October,Average Turbidity (NTU),Site 18 LWW Weir,1.5
2012,December,Average Turbidity (NTU),Site 17,3.766666667
2012,November,Average Turbidity (NTU),Site 17,2.333333333
2012,October,Average Turbidity (NTU),Site 17,2.6
2012,September,Average Turbidity (NTU),Site 17,2.8
2012,August,Average Turbidity (NTU),Site 17,2.65
2012,July,Average Turbidity (NTU),Site 17,3.033333333
2012,June,Average Turbidity (NTU),Site 17,3.533333333
2012,May,Average Turbidity (NTU),Site 17,3.933333333
2012,April,Average Turbidity (NTU),Site 17,5
2012,March,Average Turbidity (NTU),Site 17,33.98333333
2012,February,Average Turbidity (NTU),Site 17,3.263333333
2012,January,Average Turbidity (NTU),Site 17,2.446666667
2012,December,Average Turbidity (NTU),Site 16,2.2
2012,November,Average Turbidity (NTU),Site 16,5.966666666
2012,October,Average Turbidity (NTU),Site 16,1.5
2012,September,Average Turbidity (NTU),Site 16,1.333333333
2012,August,Average Turbidity (NTU),Site 16,1.7
2012,July,Average Turbidity (NTU),Site 16,2.966666667
2012,June,Average Turbidity (NTU),Site 16,1.7
2012,May,Average Turbidity (NTU),Site 16,2.9
2012,March,Average Turbidity (NTU),Site 16,0.75
2012,February,Average Turbidity (NTU),Site 16,3.633333333
2012,January,Average Turbidity (NTU),Site 16,0.07
2012,December,Average Turbidity (NTU),Site 15,1.633333333
2012,November,Average Turbidity (NTU),Site 15,0.2
2012,October,Average Turbidity (NTU),Site 15,1.05
2012,September,Average Turbidity (NTU),Site 15,0.866666667
2012,August,Average Turbidity (NTU),Site 15,1.3
2012,July,Average Turbidity (NTU),Site 15,1.333333333
2012,June,Average Turbidity (NTU),Site 15,1.4
2012,May,Average Turbidity (NTU),Site 15,1.233333333
2012,April,Average Turbidity (NTU),Site 15,7.8
2012,March,Average Turbidity (NTU),Site 15,2.6
2012,February,Average Turbidity (NTU),Site 15,18
2012,January,Average Turbidity (NTU),Site 15,0.323333333
2012,December,Average Turbidity (NTU),Site 14,11
2012,November,Average Turbidity (NTU),Site 14,0.083333333
2012,October,Average Turbidity (NTU),Site 14,0.766666667
2012,September,Average Turbidity (NTU),Site 14,0.366666667
2012,August,Average Turbidity (NTU),Site 14,0.72
2012,July,Average Turbidity (NTU),Site 14,0.683333333
2012,June,Average Turbidity (NTU),Site 14,2.1
2012,May,Average Turbidity (NTU),Site 14,5.633333333
2012,April,Average Turbidity (NTU),Site 14,7.716666667
2012,March,Average Turbidity (NTU),Site 14,2.1
2012,February,Average Turbidity (NTU),Site 14,11
2012,January,Average Turbidity (NTU),Site 14,0.516666667
2012,December,Average Turbidity (NTU),Site 13,1.666666667
2012,November,Average Turbidity (NTU),Site 13,0.283333333
2012,October,Average Turbidity (NTU),Site 13,0.7
2012,September,Average Turbidity (NTU),Site 13,0.35
2012,August,Average Turbidity (NTU),Site 13,0.883333333
2012,July,Average Turbidity (NTU),Site 13,0.916666667
2012,June,Average Turbidity (NTU),Site 13,1.833333333
2012,May,Average Turbidity (NTU),Site 13,2.066666667
2012,April,Average Turbidity (NTU),Site 13,1.766666667
2012,March,Average Turbidity (NTU),Site 13,78.33333333
2012,February,Average Turbidity (NTU),Site 13,1.7
2012,January,Average Turbidity (NTU),Site 13,0.583333333
2012,December,Average Turbidity (NTU),Site 12,1.133333333
2012,November,Average Turbidity (NTU),Site 12,1.033333333
2012,October,Average Turbidity (NTU),Site 12,0.776666667
2012,September,Average Turbidity (NTU),Site 12,2.366666667
2012,August,Average Turbidity (NTU),Site 12,1.413333333
2012,July,Average Turbidity (NTU),Site 12,0.866666667
2012,June,Average Turbidity (NTU),Site 12,2.65
2012,May,Average Turbidity (NTU),Site 12,1.583333333
2012,April,Average Turbidity (NTU),Site 12,2.666666667
2012,March,Average Turbidity (NTU),Site 12,17.66666667
2012,February,Average Turbidity (NTU),Site 12,2.5
2012,January,Average Turbidity (NTU),Site 12,1.016666667
2012,December,Average Turbidity (NTU),Site 11,1.7
2012,November,Average Turbidity (NTU),Site 11,0.443333333
2012,October,Average Turbidity (NTU),Site 11,1.1
2012,September,Average Turbidity (NTU),Site 11,1.233333333
2012,August,Average Turbidity (NTU),Site 11,1.533333333
2012,July,Average Turbidity (NTU),Site 11,0.856666667
2012,June,Average Turbidity (NTU),Site 11,1.666666667
2012,May,Average Turbidity (NTU),Site 11,4.866666667
2012,April,Average Turbidity (NTU),Site 11,2.266666667
2012,March,Average Turbidity (NTU),Site 11,5.35
2012,February,Average Turbidity (NTU),Site 11,1.6
2012,January,Average Turbidity (NTU),Site 11,0.6
2012,December,Average Turbidity (NTU),Site 10,11.33333333
2012,November,Average Turbidity (NTU),Site 10,0.92
2012,October,Average Turbidity (NTU),Site 10,1.083333333
2012,September,Average Turbidity (NTU),Site 10,0.866666667
2012,August,Average Turbidity (NTU),Site 10,1.266666667
2012,July,Average Turbidity (NTU),Site 10,0.976666667
2012,June,Average Turbidity (NTU),Site 10,1.05
2012,May,Average Turbidity (NTU),Site 10,5.733333333
2012,April,Average Turbidity (NTU),Site 10,9.366666667
2012,March,Average Turbidity (NTU),Site 10,66
2012,February,Average Turbidity (NTU),Site 10,9.633333333
2012,January,Average Turbidity (NTU),Site 10,0.666666667
2012,December,Average Turbidity (NTU),Site 09,11.33333333
2012,November,Average Turbidity (NTU),Site 09,0.5
2012,October,Average Turbidity (NTU),Site 09,2.1
2012,September,Average Turbidity (NTU),Site 09,0.583333333
2012,August,Average Turbidity (NTU),Site 09,1.133333333
2012,July,Average Turbidity (NTU),Site 09,0.933333333
2012,June,Average Turbidity (NTU),Site 09,0.5
2012,May,Average Turbidity (NTU),Site 09,6.7
2012,April,Average Turbidity (NTU),Site 09,11
2012,March,Average Turbidity (NTU),Site 09,3.133333333
2012,February,Average Turbidity (NTU),Site 09,15.66666667
2012,January,Average Turbidity (NTU),Site 09,0.916666667
2012,December,Average Turbidity (NTU),Site 08,15
2012,November,Average Turbidity (NTU),Site 08,0.316666667
2012,October,Average Turbidity (NTU),Site 08,0.7
2012,September,Average Turbidity (NTU),Site 08,0.433333333
2012,August,Average Turbidity (NTU),Site 08,1.1
2012,July,Average Turbidity (NTU),Site 08,0.283333333
2012,June,Average Turbidity (NTU),Site 08,2.366666667
2012,May,Average Turbidity (NTU),Site 08,7.966666667
2012,April,Average Turbidity (NTU),Site 08,7.6
2012,March,Average Turbidity (NTU),Site 08,58.33333333
2012,February,Average Turbidity (NTU),Site 08,3.866666667
2012,January,Average Turbidity (NTU),Site 08,1.466666667
2012,December,Average Turbidity (NTU),Site 07,17.5
2012,November,Average Turbidity (NTU),Site 07,0.123333333
2012,October,Average Turbidity (NTU),Site 07,0.67
2012,September,Average Turbidity (NTU),Site 07,0.1
2012,August,Average Turbidity (NTU),Site 07,1.35
2012,July,Average Turbidity (NTU),Site 07,0.74
2012,June,Average Turbidity (NTU),Site 07,1.006666667
2012,May,Average Turbidity (NTU),Site 07,9.42
2012,April,Average Turbidity (NTU),Site 07,11
2012,March,Average Turbidity (NTU),Site 07,5.253333333
2012,February,Average Turbidity (NTU),Site 07,4.616666667
2012,January,Average Turbidity (NTU),Site 07,1.966666667
2012,December,Average Turbidity (NTU),Site 06,1.466666667
2012,November,Average Turbidity (NTU),Site 06,0.05
2012,October,Average Turbidity (NTU),Site 06,0.233333333
2012,September,Average Turbidity (NTU),Site 06,0.026666667
2012,August,Average Turbidity (NTU),Site 06,0.916666667
2012,June,Average Turbidity (NTU),Site 06,0.783333333
2012,May,Average Turbidity (NTU),Site 06,0.773333333
2012,April,Average Turbidity (NTU),Site 06,2.933333333
2012,March,Average Turbidity (NTU),Site 06,99.13333333
2012,February,Average Turbidity (NTU),Site 06,3.683333333
2012,January,Average Turbidity (NTU),Site 06,0.633333333
2012,December,Average Turbidity (NTU),Site 05,2.3
2012,November,Average Turbidity (NTU),Site 05,0.6
2012,October,Average Turbidity (NTU),Site 05,1.083333333
2012,September,Average Turbidity (NTU),Site 05,0.883333333
2012,August,Average Turbidity (NTU),Site 05,1.133333333
2012,July,Average Turbidity (NTU),Site 05,0.566666667
2012,June,Average Turbidity (NTU),Site 05,0.866666667
2012,May,Average Turbidity (NTU),Site 05,0.833333333
2012,April,Average Turbidity (NTU),Site 05,3.666666667
2012,March,Average Turbidity (NTU),Site 05,1.733333333
2012,February,Average Turbidity (NTU),Site 05,14.33333333
2012,January,Average Turbidity (NTU),Site 05,0.25
2012,December,Average Turbidity (NTU),Site 04,3
2012,November,Average Turbidity (NTU),Site 04,0.593333333
2012,October,Average Turbidity (NTU),Site 04,0.983333333
2012,September,Average Turbidity (NTU),Site 04,0.733333333
2012,August,Average Turbidity (NTU),Site 04,1.4
2012,July,Average Turbidity (NTU),Site 04,0.816666667
2012,June,Average Turbidity (NTU),Site 04,2.35
2012,May,Average Turbidity (NTU),Site 04,1.2
2012,April,Average Turbidity (NTU),Site 04,2.866666667
2012,March,Average Turbidity (NTU),Site 04,1.5
2012,February,Average Turbidity (NTU),Site 04,11.66666667
2012,January,Average Turbidity (NTU),Site 04,0.5
2012,December,Average Turbidity (NTU),Site 03,1.533333333
2012,November,Average Turbidity (NTU),Site 03,0.583333333
2012,October,Average Turbidity (NTU),Site 03,1.633333333
2012,September,Average Turbidity (NTU),Site 03,0.666666667
2012,August,Average Turbidity (NTU),Site 03,1.483333333
2012,July,Average Turbidity (NTU),Site 03,0.75
2012,June,Average Turbidity (NTU),Site 03,0.916666667
2012,May,Average Turbidity (NTU),Site 03,1.166666667
2012,April,Average Turbidity (NTU),Site 03,3.1
2012,March,Average Turbidity (NTU),Site 03,95
2012,February,Average Turbidity (NTU),Site 03,1.736666667
2012,January,Average Turbidity (NTU),Site 03,4.966666667
2012,December,Average Turbidity (NTU),Site 02,0.85
2012,November,Average Turbidity (NTU),Site 02,7.966666667
2012,October,Average Turbidity (NTU),Site 02,0.483333333
2012,September,Average Turbidity (NTU),Site 02,0.35
2012,August,Average Turbidity (NTU),Site 02,1.2
2012,July,Average Turbidity (NTU),Site 02,0.416666667
2012,June,Average Turbidity (NTU),Site 02,0.683333333
2012,May,Average Turbidity (NTU),Site 02,0.75
2012,April,Average Turbidity (NTU),Site 02,2.133333333
2012,March,Average Turbidity (NTU),Site 02,83.33333333
2012,February,Average Turbidity (NTU),Site 02,1.1
2012,January,Average Turbidity (NTU),Site 02,40
2012,December,Average Turbidity (NTU),Site 01,0.316666667
2012,November,Average Turbidity (NTU),Site 01,0.016666667
2012,October,Average Turbidity (NTU),Site 01,0.083333333
2012,September,Average Turbidity (NTU),Site 01,0.106666667
2012,August,Average Turbidity (NTU),Site 01,0.516666667
2012,July,Average Turbidity (NTU),Site 01,0.266666667
2012,June,Average Turbidity (NTU),Site 01,0.6
2012,May,Average Turbidity (NTU),Site 01,0.766666667
2012,April,Average Turbidity (NTU),Site 01,0.3
2012,February,Average Turbidity (NTU),Site 01,0.3
2012,January,Average Turbidity (NTU),Site 01,0
2012,December,Average pH,Site 18 LWW Weir,7.223333333
2012,November,Average pH,Site 18 LWW Weir,7.896666667
2012,October,Average pH,Site 18 LWW Weir,7.626666667
2012,December,Average pH,Site 17,7.416666667
2012,November,Average pH,Site 17,7.41
2012,October,Average pH,Site 17,7.283333333
2012,September,Average pH,Site 17,7.266666667
2012,August,Average pH,Site 17,7.526666667
2012,July,Average pH,Site 17,7.393333333
2012,June,Average pH,Site 17,7.543333333
2012,May,Average pH,Site 17,7.493333333
2012,April,Average pH,Site 17,6.736666667
2012,March,Average pH,Site 17,6.4
2012,February,Average pH,Site 17,6.846666667
2012,January,Average pH,Site 17,6.986666667
2012,December,Average pH,Site 16,8.126666667
2012,November,Average pH,Site 16,16.94
2012,October,Average pH,Site 16,7.486666667
2012,September,Average pH,Site 16,7.453333333
2012,August,Average pH,Site 16,7.413333333
2012,July,Average pH,Site 16,7.923333333
2012,June,Average pH,Site 16,7.906666667
2012,May,Average pH,Site 16,7.46
2012,March,Average pH,Site 16,7.626666667
2012,February,Average pH,Site 16,7.63
2012,January,Average pH,Site 16,8.27
2012,December,Average pH,Site 15,7.556666667
2012,November,Average pH,Site 15,7.68
2012,October,Average pH,Site 15,7.863333333
2012,September,Average pH,Site 15,7.633333333
2012,August,Average pH,Site 15,7.896666667
2012,July,Average pH,Site 15,8.013333333
2012,June,Average pH,Site 15,7.8
2012,May,Average pH,Site 15,7.273333333
2012,April,Average pH,Site 15,6.696666667
2012,March,Average pH,Site 15,7.24
2012,February,Average pH,Site 15,7.43
2012,January,Average pH,Site 15,7.1
2012,December,Average pH,Site 14,7.83
2012,November,Average pH,Site 14,8.37
2012,October,Average pH,Site 14,8.756666667
2012,September,Average pH,Site 14,7.98
2012,August,Average pH,Site 14,8.446666667
2012,July,Average pH,Site 14,8.603333333
2012,June,Average pH,Site 14,8.68
2012,May,Average pH,Site 14,7.256666667
2012,April,Average pH,Site 14,7.203333333
2012,March,Average pH,Site 14,7.516666667
2012,February,Average pH,Site 14,7.553333333
2012,January,Average pH,Site 14,7.723333333
2012,December,Average pH,Site 13,6.91
2012,November,Average pH,Site 13,6.526666667
2012,October,Average pH,Site 13,6.703333333
2012,September,Average pH,Site 13,6.553333333
2012,August,Average pH,Site 13,6.433333333
2012,July,Average pH,Site 13,6.68
2012,June,Average pH,Site 13,6.866666667
2012,May,Average pH,Site 13,5.68
2012,April,Average pH,Site 13,5.6
2012,March,Average pH,Site 13,5.12
2012,February,Average pH,Site 13,5.526666667
2012,January,Average pH,Site 13,5.903333333
2012,December,Average pH,Site 12,6.753333333
2012,November,Average pH,Site 12,6.816666667
2012,October,Average pH,Site 12,6.753333333
2012,September,Average pH,Site 12,6.843333333
2012,August,Average pH,Site 12,6.816666667
2012,July,Average pH,Site 12,6.846666667
2012,June,Average pH,Site 12,6.876666667
2012,May,Average pH,Site 12,7.063333333
2012,April,Average pH,Site 12,5.563333333
2012,March,Average pH,Site 12,5.146666667
2012,February,Average pH,Site 12,5.74
2012,January,Average pH,Site 12,5.796666667
2012,December,Average pH,Site 11,6.8
2012,November,Average pH,Site 11,6.443333333
2012,October,Average pH,Site 11,6.733333333
2012,September,Average pH,Site 11,6.873333333
2012,August,Average pH,Site 11,6.843333333
2012,July,Average pH,Site 11,6.783333333
2012,June,Average pH,Site 11,7.133333333
2012,May,Average pH,Site 11,5.956666667
2012,April,Average pH,Site 11,5.486666667
2012,March,Average pH,Site 11,4.41
2012,February,Average pH,Site 11,6.076666667
2012,January,Average pH,Site 11,5.956666667
2012,December,Average pH,Site 10,7.72
2012,November,Average pH,Site 10,16.143333334
2012,October,Average pH,Site 10,8.69
2012,September,Average pH,Site 10,7.666666667
2012,August,Average pH,Site 10,7.693333333
2012,July,Average pH,Site 10,8.91
2012,June,Average pH,Site 10,7.926666667
2012,May,Average pH,Site 10,7.15
2012,April,Average pH,Site 10,7.116666667
2012,March,Average pH,Site 10,6.75
2012,February,Average pH,Site 10,7.213333333
2012,January,Average pH,Site 10,7.406666667
2012,December,Average pH,Site 09,7.816666667
2012,November,Average pH,Site 09,8.146666667
2012,October,Average pH,Site 09,7.873333333
2012,September,Average pH,Site 09,7.73
2012,August,Average pH,Site 09,7.99
2012,July,Average pH,Site 09,8.03
2012,June,Average pH,Site 09,7.973333333
2012,May,Average pH,Site 09,7.2
2012,April,Average pH,Site 09,7.066666667
2012,March,Average pH,Site 09,7.536666667
2012,February,Average pH,Site 09,7.443333333
2012,January,Average pH,Site 09,7.443333333
2012,December,Average pH,Site 08,7.546666667
2012,November,Average pH,Site 08,8.24
2012,October,Average pH,Site 08,8.203333333
2012,September,Average pH,Site 08,7.76
2012,August,Average pH,Site 08,7.923333333
2012,July,Average pH,Site 08,7.973333333
2012,June,Average pH,Site 08,8.58
2012,May,Average pH,Site 08,8.103333333
2012,April,Average pH,Site 08,6.79
2012,March,Average pH,Site 08,5.766666667
2012,February,Average pH,Site 08,7.51
2012,January,Average pH,Site 08,7.396666667
2012,December,Average pH,Site 07,7.593333333
2012,November,Average pH,Site 07,8.106666667
2012,October,Average pH,Site 07,7.93
2012,September,Average pH,Site 07,8.173333333
2012,August,Average pH,Site 07,7.973333333
2012,July,Average pH,Site 07,8.023333333
2012,June,Average pH,Site 07,8.126666667
2012,May,Average pH,Site 07,6.926666667
2012,April,Average pH,Site 07,7.266666667
2012,March,Average pH,Site 07,7.36
2012,February,Average pH,Site 07,7.493333333
2012,January,Average pH,Site 07,7.6
2012,December,Average pH,Site 06,7.673333333
2012,November,Average pH,Site 06,15.67
2012,October,Average pH,Site 06,7.473333333
2012,September,Average pH,Site 06,7.496666667
2012,August,Average pH,Site 06,7.596666667
2012,June,Average pH,Site 06,5.466666667
2012,May,Average pH,Site 06,6.893333333
2012,April,Average pH,Site 06,6.943333333
2012,March,Average pH,Site 06,6.42
2012,February,Average pH,Site 06,7.316666667
2012,January,Average pH,Site 06,7.43
2012,December,Average pH,Site 05,7.27
2012,November,Average pH,Site 05,7.473333333
2012,October,Average pH,Site 05,7.293333333
2012,September,Average pH,Site 05,7.23
2012,August,Average pH,Site 05,7.373333333
2012,July,Average pH,Site 05,7.536666667
2012,June,Average pH,Site 05,7.873333333
2012,May,Average pH,Site 05,6.813333333
2012,April,Average pH,Site 05,5.873333333
2012,March,Average pH,Site 05,7.12
2012,February,Average pH,Site 05,6.726666667
2012,January,Average pH,Site 05,7.76
2012,December,Average pH,Site 04,7.313333333
2012,November,Average pH,Site 04,7.276666667
2012,October,Average pH,Site 04,7.093333333
2012,September,Average pH,Site 04,6.84
2012,August,Average pH,Site 04,7.076666667
2012,July,Average pH,Site 04,7.476666667
2012,June,Average pH,Site 04,7.553333333
2012,May,Average pH,Site 04,6.136666667
2012,April,Average pH,Site 04,5.6
2012,March,Average pH,Site 04,6.61
2012,February,Average pH,Site 04,6.54
2012,January,Average pH,Site 04,7.133333333
2012,December,Average pH,Site 03,7.29
2012,November,Average pH,Site 03,7.453333333
2012,October,Average pH,Site 03,7.066666667
2012,September,Average pH,Site 03,7.063333333
2012,August,Average pH,Site 03,7.006666667
2012,July,Average pH,Site 03,7.09
2012,June,Average pH,Site 03,7.336666667
2012,May,Average pH,Site 03,7.5
2012,April,Average pH,Site 03,6.05
2012,March,Average pH,Site 03,6.373333333
2012,February,Average pH,Site 03,6.636666667
2012,January,Average pH,Site 03,6.586666667
2012,December,Average pH,Site 02,7.31
2012,November,Average pH,Site 02,6.836666667
2012,October,Average pH,Site 02,6.89
2012,September,Average pH,Site 02,7.026666667
2012,August,Average pH,Site 02,7.076666667
2012,July,Average pH,Site 02,6.99
2012,June,Average pH,Site 02,6.946666667
2012,May,Average pH,Site 02,7.303333333
2012,April,Average pH,Site 02,6.083333333
2012,March,Average pH,Site 02,5.793333333
2012,February,Average pH,Site 02,6.31
2012,January,Average pH,Site 02,5.816666667
2012,December,Average pH,Site 01,7.32
2012,November,Average pH,Site 01,7.233333333
2012,October,Average pH,Site 01,
2012,September,Average pH,Site 01,7.123333333
2012,August,Average pH,Site 01,7.196666667
2012,July,Average pH,Site 01,7.153333333
2012,June,Average pH,Site 01,7.276666667
2012,May,Average pH,Site 01,6.163333333
2012,April,Average pH,Site 01,6.406666667
2012,February,Average pH,Site 01,6.16
2012,January,Average pH,Site 01,6.153333333
2013,December,Average Conductivity (μS/cm),Site 18 LWW Weir,87.5
2013,November,Average Conductivity (μS/cm),Site 18 LWW Weir,132.1
2013,October,Average Conductivity (μS/cm),Site 18 LWW Weir,124.8333333
2013,September,Average Conductivity (μS/cm),Site 18 LWW Weir,131.6333333
2013,August,Average Conductivity (μS/cm),Site 18 LWW Weir,132.1333333
2013,July,Average Conductivity (μS/cm),Site 18 LWW Weir,129.8666667
2013,June,Average Conductivity (μS/cm),Site 18 LWW Weir,124.7
2013,May,Average Conductivity (μS/cm),Site 18 LWW Weir,104.8
2013,April,Average Conductivity (μS/cm),Site 18 LWW Weir,82.16666667
2013,March,Average Conductivity (μS/cm),Site 18 LWW Weir,90.33333333
2013,February,Average Conductivity (μS/cm),Site 18 LWW Weir,82.6
2013,January,Average Conductivity (μS/cm),Site 18 LWW Weir,62.7
2013,December,Average Conductivity (μS/cm),Site 17,94.4
2013,November,Average Conductivity (μS/cm),Site 17,94.55
2013,October,Average Conductivity (μS/cm),Site 17,79.93333333
2013,September,Average Conductivity (μS/cm),Site 17,67.13333333
2013,August,Average Conductivity (μS/cm),Site 17,56.43333333
2013,July,Average Conductivity (μS/cm),Site 17,65
2013,June,Average Conductivity (μS/cm),Site 17,58.63333333
2013,May,Average Conductivity (μS/cm),Site 17,78.13333333
2013,April,Average Conductivity (μS/cm),Site 17,67.86666667
2013,March,Average Conductivity (μS/cm),Site 17,88.23333333
2013,February,Average Conductivity (μS/cm),Site 17,84.16666667
2013,January,Average Conductivity (μS/cm),Site 17,82.26666667
2013,December,Average Conductivity (μS/cm),Site 16,188.9
2013,November,Average Conductivity (μS/cm),Site 16,133.9333333
2013,October,Average Conductivity (μS/cm),Site 16,124.0333333
2013,September,Average Conductivity (μS/cm),Site 16,117.4666667
2013,August,Average Conductivity (μS/cm),Site 16,104.7
2013,July,Average Conductivity (μS/cm),Site 16,79.93333333
2013,June,Average Conductivity (μS/cm),Site 16,160.4
2013,May,Average Conductivity (μS/cm),Site 16,157.1
2013,April,Average Conductivity (μS/cm),Site 16,156.0666667
2013,March,Average Conductivity (μS/cm),Site 16,162.6333333
2013,February,Average Conductivity (μS/cm),Site 16,116.3666667
2013,January,Average Conductivity (μS/cm),Site 16,158.2333333
2013,December,Average Conductivity (μS/cm),Site 15,184
2013,November,Average Conductivity (μS/cm),Site 15,149.1666667
2013,October,Average Conductivity (μS/cm),Site 15,96.26666667
2013,September,Average Conductivity (μS/cm),Site 15,102.5333333
2013,August,Average Conductivity (μS/cm),Site 15,74.53333333
2013,July,Average Conductivity (μS/cm),Site 15,87.13333333
2013,June,Average Conductivity (μS/cm),Site 15,94
2013,May,Average Conductivity (μS/cm),Site 15,150.5666667
2013,April,Average Conductivity (μS/cm),Site 15,168.9333333
2013,March,Average Conductivity (μS/cm),Site 15,177.3666667
2013,February,Average Conductivity (μS/cm),Site 15,90.03333333
2013,January,Average Conductivity (μS/cm),Site 15,165.3333333
2013,December,Average Conductivity (μS/cm),Site 14,112.0666667
2013,November,Average Conductivity (μS/cm),Site 14,161.6333333
2013,October,Average Conductivity (μS/cm),Site 14,169.3
2013,September,Average Conductivity (μS/cm),Site 14,205.6666667
2013,August,Average Conductivity (μS/cm),Site 14,206.8
2013,June,Average Conductivity (μS/cm),Site 14,180.2
2013,May,Average Conductivity (μS/cm),Site 14,141.8
2013,April,Average Conductivity (μS/cm),Site 14,119.4
2013,March,Average Conductivity (μS/cm),Site 14,111.6333333
2013,February,Average Conductivity (μS/cm),Site 14,102.6666667
2013,January,Average Conductivity (μS/cm),Site 14,83.66666667
2013,December,Average Conductivity (μS/cm),Site 13,49.33333333
2013,November,Average Conductivity (μS/cm),Site 13,107.4
2013,October,Average Conductivity (μS/cm),Site 13,50
2013,September,Average Conductivity (μS/cm),Site 13,53.33333333
2013,August,Average Conductivity (μS/cm),Site 13,39.73333333
2013,July,Average Conductivity (μS/cm),Site 13,37.1
2013,June,Average Conductivity (μS/cm),Site 13,36.26666667
2013,May,Average Conductivity (μS/cm),Site 13,46.7
2013,April,Average Conductivity (μS/cm),Site 13,45.3
2013,March,Average Conductivity (μS/cm),Site 13,41.8
2013,February,Average Conductivity (μS/cm),Site 13,42.63333333
2013,January,Average Conductivity (μS/cm),Site 13,39.1
2013,December,Average Conductivity (μS/cm),Site 12,51.2
2013,November,Average Conductivity (μS/cm),Site 12,34.83333333
2013,October,Average Conductivity (μS/cm),Site 12,49.33333333
2013,September,Average Conductivity (μS/cm),Site 12,50.1
2013,August,Average Conductivity (μS/cm),Site 12,50.63333333
2013,July,Average Conductivity (μS/cm),Site 12,44.8
2013,June,Average Conductivity (μS/cm),Site 12,40.1
2013,May,Average Conductivity (μS/cm),Site 12,47.96666667
2013,April,Average Conductivity (μS/cm),Site 12,36.63333333
2013,March,Average Conductivity (μS/cm),Site 12,48.06666667
2013,February,Average Conductivity (μS/cm),Site 12,25.5
2013,January,Average Conductivity (μS/cm),Site 12,40.2
2013,December,Average Conductivity (μS/cm),Site 11,59.36666667
2013,November,Average Conductivity (μS/cm),Site 11,45.16666667
2013,October,Average Conductivity (μS/cm),Site 11,51.9
2013,September,Average Conductivity (μS/cm),Site 11,59.13333333
2013,August,Average Conductivity (μS/cm),Site 11,5.633333333
2013,July,Average Conductivity (μS/cm),Site 11,58.8
2013,June,Average Conductivity (μS/cm),Site 11,43.66666667
2013,May,Average Conductivity (μS/cm),Site 11,50.6
2013,April,Average Conductivity (μS/cm),Site 11,40.33333333
2013,March,Average Conductivity (μS/cm),Site 11,43.2
2013,February,Average Conductivity (μS/cm),Site 11,44.16666667
2013,January,Average Conductivity (μS/cm),Site 11,22.2
2013,December,Average Conductivity (μS/cm),Site 10,194.9
2013,November,Average Conductivity (μS/cm),Site 10,128.0666667
2013,October,Average Conductivity (μS/cm),Site 10,163.3333333
2013,September,Average Conductivity (μS/cm),Site 10,181.7333333
2013,August,Average Conductivity (μS/cm),Site 10,190.3
2013,July,Average Conductivity (μS/cm),Site 10,164
2013,May,Average Conductivity (μS/cm),Site 10,155.2
2013,April,Average Conductivity (μS/cm),Site 10,108.0666667
2013,March,Average Conductivity (μS/cm),Site 10,118.3
2013,February,Average Conductivity (μS/cm),Site 10,98.66666667
2013,January,Average Conductivity (μS/cm),Site 10,82.13333333
2013,December,Average Conductivity (μS/cm),Site 09,194.8333333
2013,November,Average Conductivity (μS/cm),Site 09,118.3333333
2013,October,Average Conductivity (μS/cm),Site 09,187.1666667
2013,September,Average Conductivity (μS/cm),Site 09,182.5666667
